Fecha,RSSID,VBat,VIn,humedad,irradiancia,precipitacion,presion,temperatura,Name
2022-05-06,-90.19986780460918,4.380128928763808,5.183081642972295,0.0,1.1003001904761907,0.0,0.0,0.0,E2_00009
2021-12-09,,,,86.71009299999999,22.990475333333336,0.0,879.4480183333334,19.717777666666667,E2_00005
2021-12-10,,,,,,,,,E2_00005
2021-12-11,,,,,,,,,E2_00005
2021-12-12,,,,75.53951943727374,210.32967489501527,0.01609195321637427,879.247334028822,24.552127533556114,E2_00005
2021-12-13,,,,79.8671300939115,51.184764923859646,0.0,880.6446579489287,21.419704740348283,E2_00005
2021-12-14,,,,80.02021705053937,167.13735175413953,0.0017802651162790698,879.3640283984283,23.38250534725418,E2_00005
2021-12-15,,,,,,,,,E2_00005
2021-12-16,,4.233298011695905,5.084507543859648,78.96145538502924,25.61549139064328,0.0,876.0485633635088,24.93783427508772,E2_00005
2021-12-17,-87.0555023923445,4.22252870414673,5.091162056353004,83.93133508575225,62.46393402122541,0.00013989692982456143,878.0864777256778,23.16626810566188,E2_00005
2021-12-18,-88.1530388471178,4.213780281954886,5.074971876044278,83.44039790239923,35.88387924900794,0.04022988084795321,879.0162874744022,22.772168373381373,E2_00005
2021-12-19,-86.8514776524645,4.222543821794069,5.098686783886799,82.47948197288795,89.76193663304093,0.0011683304093567251,878.9812848366751,23.030071616215015,E2_00005
2021-12-20,-87.15544625860457,4.221917426618968,5.095894718559873,80.50315074137261,75.38119205904184,0.0,878.6648316925224,23.52353184759242,E2_00005
2021-12-21,-86.52777777777777,4.21885893274854,5.092698406432748,82.69926354532164,84.27388089473685,0.0038982134502923978,878.8490022836259,22.79385452266082,E2_00005
2021-12-22,-87.68176379321396,4.21748169613486,5.08919438928934,83.3231199216617,59.51264964035088,0.021732197830276453,880.4307422854745,22.489300046152874,E2_00005
2021-12-23,-87.38018037731074,4.215897449382574,5.088881665155173,85.65253621837509,68.43693122130361,0.1407283180778032,881.0176454059615,21.822911106794425,E2_00005
2021-12-24,-87.69301150683933,4.219850852105346,5.101891775880396,83.25890609781638,100.81901330722118,0.00177391446883508,880.7418808765399,23.422001389541197,E2_00005
2021-12-25,-89.88433394413256,4.2190552812226985,5.091292959457233,82.83356585991022,68.38789161664552,3.4029239766081876e-05,879.640617870684,22.985113893863755,E2_00005
2021-12-26,-89.16480427645241,4.217549047576585,4.975540632724451,79.55321028486287,115.56280590530666,0.0,879.8305179197749,23.569870876492498,E2_00005
2021-12-27,-90.09827170096378,4.218928849782505,5.098017356115384,79.03592500211496,87.60976609066847,0.013188141812865498,879.6409676376819,23.072539459747507,E2_00005
2021-12-28,-92.22067134110799,4.214634784170343,5.087432034843642,82.76111559449396,73.50121899699239,0.05344699951878074,879.0505184315124,22.674271610316797,E2_00005
